word_count,sentence_count,avg_word_length,avg_sentence_length,type_token_ratio,bullet_count,numbered_list_count,question_count,exclamation_count,comma_rate,hedge_rate,filler_rate,empathy_rate,paragraph_count,has_bold,prompt_id,category,model_name
103,6,5.515,17.167,0.835,0,0,0,0,0.097,0.0,0.0,0.01,1,0,86,creative,gpt4o
141,21,4.716,6.714,0.759,0,0,8,0,0.014,0.0,0.0,0.007,1,0,87,creative,claude
99,23,4.162,4.304,0.727,0,0,9,10,0.061,0.0,0.0,0.0,1,0,87,creative,gemini
103,23,4.563,4.478,0.777,0,0,4,11,0.019,0.0,0.0,0.0,1,0,87,creative,gpt4o
161,7,5.758,23.0,0.758,0,0,0,0,0.068,0.006,0.0,0.0,1,0,88,creative,claude
96,7,5.833,13.714,0.844,0,0,0,0,0.115,0.0,0.0,0.01,1,0,88,creative,gemini
103,6,5.757,17.167,0.816,0,0,0,0,0.078,0.0,0.0,0.0,1,0,88,creative,gpt4o
110,4,4.818,27.5,0.827,0,0,0,0,0.136,0.0,0.0,0.009,1,0,89,creative,claude
90,6,4.567,15.0,0.778,0,0,0,0,0.2,0.0,0.0,0.0,1,0,89,creative,gemini
82,6,4.256,13.667,0.768,0,0,0,0,0.171,0.0,0.0,0.0,1,0,89,creative,gpt4o
164,6,6.201,27.333,0.774,0,0,0,0,0.049,0.0,0.0,0.006,1,0,90,creative,claude
95,7,7.021,13.571,0.916,0,0,0,0,0.105,0.0,0.0,0.0,1,0,90,creative,gemini
101,7,6.228,14.429,0.832,0,0,0,0,0.079,0.0,0.0,0.0,1,0,90,creative,gpt4o
179,7,5.989,25.571,0.749,0,0,0,0,0.045,0.0,0.0,0.0,1,0,91,creative,claude
100,7,6.59,14.286,0.82,0,0,0,0,0.09,0.0,0.0,0.0,1,0,91,creative,gemini
105,7,6.067,15.0,0.819,0,0,0,0,0.076,0.0,0.0,0.019,1,0,91,creative,gpt4o
180,7,6.517,25.714,0.75,0,0,0,0,0.044,0.0,0.0,0.0,1,0,92,creative,claude
102,8,6.549,12.75,0.824,0,0,0,0,0.098,0.0,0.0,0.0,1,0,92,creative,gemini
106,7,6.255,15.143,0.792,0,0,0,0,0.075,0.009,0.0,0.0,1,0,92,creative,gpt4o
177,9,5.893,19.667,0.751,0,0,0,0,0.051,0.006,0.0,0.006,1,0,93,creative,claude
103,7,5.874,14.714,0.786,0,0,0,0,0.117,0.0,0.0,0.0,1,0,93,creative,gemini
108,7,5.713,15.429,0.787,0,0,0,0,0.13,0.0,0.0,0.009,1,0,93,creative,gpt4o
188,6,6.34,31.333,0.777,0,0,0,0,0.021,0.005,0.0,0.011,1,0,94,creative,claude
101,6,6.277,16.833,0.822,0,0,0,0,0.089,0.0,0.0,0.01,1,0,94,creative,gemini
105,6,6.143,17.5,0.81,0,0,0,0,0.105,0.0,0.0,0.019,1,0,94,creative,gpt4o
200,13,5.24,15.385,0.695,0,0,0,0,0.075,0.005,0.0,0.015,1,0,95,creative,claude
107,8,5.505,13.375,0.794,0,0,0,0,0.15,0.0,0.0,0.0,1,0,95,creative,gemini
107,9,5.336,11.889,0.72,0,0,0,0,0.065,0.009,0.0,0.0,1,0,95,creative,gpt4o
173,7,6.399,24.714,0.832,0,0,0,0,0.04,0.006,0.0,0.012,1,0,96,creative,claude
98,7,6.194,14.0,0.847,0,0,0,0,0.092,0.0,0.0,0.0,1,0,96,creative,gemini
110,6,5.591,18.333,0.818,0,0,0,0,0.091,0.0,0.0,0.0,1,0,96,creative,gpt4o
171,13,5.468,13.154,0.76,0,0,1,0,0.082,0.0,0.006,0.0,1,0,97,creative,claude
102,9,5.529,11.333,0.784,0,0,0,0,0.088,0.0,0.0,0.0,1,0,97,creative,gemini
109,8,5.45,13.625,0.78,0,0,0,0,0.11,0.0,0.0,0.009,1,0,97,creative,gpt4o
170,7,6.012,24.286,0.794,0,0,0,0,0.059,0.0,0.0,0.0,1,0,98,creative,claude
96,7,5.792,13.714,0.812,0,0,0,0,0.083,0.0,0.0,0.0,1,0,98,creative,gemini
106,7,5.868,15.143,0.858,0,0,0,0,0.094,0.0,0.0,0.0,1,0,98,creative,gpt4o
196,9,5.143,21.778,0.735,0,0,0,0,0.092,0.005,0.005,0.0,1,0,99,creative,claude
113,9,5.54,12.556,0.735,0,0,0,0,0.15,0.009,0.0,0.009,1,0,99,creative,gemini
118,8,5.203,14.75,0.814,0,0,0,0,0.144,0.0,0.0,0.0,1,0,99,creative,gpt4o
185,7,6.081,26.429,0.708,0,0,0,0,0.065,0.0,0.0,0.0,1,0,100,creative,claude
111,7,6.36,15.857,0.811,0,0,0,0,0.072,0.0,0.0,0.009,1,0,100,creative,gemini
108,6,6.019,18.0,0.815,0,0,0,0,0.102,0.0,0.0,0.0,1,0,100,creative,gpt4o
195,15,5.138,13.0,0.733,0,0,0,0,0.072,0.005,0.0,0.0,1,0,101,creative,claude
116,8,5.353,14.5,0.819,0,0,1,0,0.078,0.009,0.0,0.0,1,0,101,creative,gemini
112,7,5.08,16.0,0.741,0,0,0,0,0.098,0.0,0.0,0.0,1,0,101,creative,gpt4o
194,8,5.814,24.25,0.727,0,0,0,0,0.046,0.0,0.0,0.0,1,0,102,creative,claude
119,8,6.134,14.875,0.79,0,0,0,0,0.092,0.0,0.0,0.0,1,0,102,creative,gemini
113,6,5.584,18.833,0.814,0,0,0,0,0.097,0.0,0.0,0.009,1,0,102,creative,gpt4o
188,11,5.41,17.091,0.782,0,0,1,1,0.074,0.016,0.0,0.0,1,0,103,creative,claude
164,9,5.439,18.222,0.713,0,0,0,0,0.085,0.0,0.0,0.0,1,0,103,creative,gemini
117,8,5.709,14.625,0.821,0,0,0,0,0.103,0.0,0.0,0.009,1,0,103,creative,gpt4o
176,7,6.733,25.143,0.852,0,0,0,0,0.045,0.0,0.0,0.006,1,0,104,creative,claude
151,8,6.219,18.875,0.808,0,0,0,0,0.106,0.007,0.0,0.0,1,0,104,creative,gemini
110,8,6.318,13.75,0.873,0,0,0,0,0.1,0.0,0.0,0.0,1,0,104,creative,gpt4o
191,15,5.743,12.733,0.775,0,0,1,0,0.063,0.0,0.0,0.0,1,0,105,creative,claude
218,15,5.106,14.533,0.716,0,0,0,0,0.087,0.0,0.0,0.0,1,0,105,creative,gemini
126,8,4.929,15.75,0.778,0,0,0,0,0.103,0.0,0.0,0.0,1,0,105,creative,gpt4o
183,7,6.546,26.143,0.765,0,0,0,0,0.049,0.005,0.0,0.0,1,0,106,creative,claude
164,12,6.518,13.667,0.799,0,0,0,0,0.11,0.0,0.0,0.006,1,0,106,creative,gemini
114,7,6.632,16.286,0.868,0,0,0,0,0.096,0.0,0.0,0.0,1,0,106,creative,gpt4o
202,14,5.782,14.429,0.777,0,0,1,2,0.05,0.0,0.0,0.0,1,0,107,creative,claude
175,14,5.64,12.5,0.726,0,0,0,2,0.097,0.0,0.0,0.0,1,0,107,creative,gemini
119,12,5.563,9.917,0.815,0,0,0,4,0.118,0.0,0.0,0.0,1,0,107,creative,gpt4o
194,7,6.144,27.714,0.799,0,0,0,0,0.072,0.005,0.0,0.0,1,0,108,creative,claude
157,8,5.631,19.625,0.764,0,0,0,0,0.102,0.0,0.0,0.006,1,0,108,creative,gemini
121,7,5.496,17.286,0.744,0,0,0,0,0.116,0.0,0.0,0.008,1,0,108,creative,gpt4o
197,9,5.822,21.889,0.706,0,0,0,0,0.056,0.0,0.0,0.015,1,0,109,creative,claude
222,16,5.306,13.875,0.689,0,0,0,0,0.09,0.005,0.0,0.005,1,0,109,creative,gemini
123,11,5.691,11.182,0.78,0,0,0,1,0.081,0.0,0.0,0.0,1,0,109,creative,gpt4o
182,8,6.824,22.75,0.813,0,0,0,0,0.082,0.0,0.0,0.0,1,0,110,creative,claude
97,8,5.216,12.125,0.773,0,0,0,0,0.072,0.0,0.0,0.0,1,0,110,creative,gemini
110,7,6.8,15.714,0.8,0,0,0,0,0.073,0.0,0.0,0.0,1,0,110,creative,gpt4o
198,13,5.662,15.231,0.788,0,0,0,0,0.076,0.005,0.0,0.0,1,0,111,creative,claude
105,12,4.733,8.75,0.79,0,0,0,0,0.076,0.0,0.0,0.0,1,0,111,creative,gemini
126,13,5.698,9.692,0.833,0,0,2,1,0.127,0.0,0.0,0.0,1,0,111,creative,gpt4o
189,7,6.725,27.0,0.82,0,0,0,0,0.053,0.005,0.0,0.005,1,0,112,creative,claude
91,6,5.033,15.167,0.813,0,0,0,0,0.055,0.0,0.0,0.0,1,0,112,creative,gemini
117,7,6.47,16.714,0.812,0,0,0,0,0.094,0.009,0.0,0.0,1,0,112,creative,gpt4o
190,7,6.526,27.143,0.768,0,0,0,0,0.042,0.0,0.0,0.005,1,0,113,creative,claude
94,5,5.245,18.8,0.745,0,0,0,0,0.064,0.0,0.0,0.0,1,0,113,creative,gemini
125,7,6.352,17.857,0.776,0,0,0,0,0.08,0.0,0.0,0.0,1,0,113,creative,gpt4o
178,5,6.669,35.6,0.742,0,0,0,0,0.084,0.0,0.0,0.011,1,0,114,creative,claude
139,18,6.446,7.722,0.849,0,5,0,0,0.101,0.0,0.0,0.0,1,0,114,creative,gemini
105,7,6.181,15.0,0.819,0,0,0,0,0.124,0.0,0.0,0.0,1,0,114,creative,gpt4o
206,9,5.515,22.889,0.738,0,0,0,0,0.068,0.0,0.0,0.0,1,0,115,creative,claude
198,11,5.732,18.0,0.702,0,0,0,0,0.106,0.0,0.0,0.0,1,0,115,creative,gemini
123,7,5.732,17.571,0.756,0,0,0,0,0.098,0.0,0.0,0.0,1,0,115,creative,gpt4o
194,9,5.789,21.556,0.758,0,0,0,0,0.072,0.0,0.0,0.0,1,0,116,creative,claude
143,8,5.86,17.875,0.755,0,0,0,0,0.126,0.0,0.0,0.0,1,0,116,creative,gemini
114,7,5.772,16.286,0.781,0,0,0,0,0.114,0.0,0.0,0.0,1,0,116,creative,gpt4o
208,9,5.346,23.111,0.731,0,0,0,0,0.053,0.0,0.0,0.0,1,0,117,creative,claude
210,11,5.395,19.091,0.671,0,0,0,0,0.105,0.0,0.0,0.0,1,0,117,creative,gemini
123,7,5.276,17.571,0.764,0,0,0,0,0.106,0.008,0.0,0.0,1,0,117,creative,gpt4o
199,10,6.337,19.9,0.764,0,0,1,0,0.07,0.0,0.0,0.005,1,0,118,creative,claude
227,12,5.93,18.917,0.709,0,0,0,0,0.066,0.0,0.0,0.0,1,0,118,creative,gemini
118,7,6.576,16.857,0.831,0,0,0,0,0.085,0.0,0.0,0.0,1,0,118,creative,gpt4o
213,10,5.718,21.3,0.714,0,0,0,0,0.056,0.0,0.0,0.0,1,0,119,creative,claude
228,14,5.241,16.286,0.671,0,0,0,0,0.118,0.0,0.0,0.0,1,0,119,creative,gemini
125,8,5.256,15.625,0.752,0,0,0,0,0.112,0.0,0.0,0.0,1,0,119,creative,gpt4o
186,17,6.409,10.941,0.844,0,0,0,0,0.054,0.0,0.0,0.005,1,0,120,creative,claude
219,15,6.584,14.6,0.836,0,0,0,0,0.137,0.0,0.0,0.005,1,0,120,creative,gemini
129,10,6.085,12.9,0.822,0,0,0,0,0.109,0.0,0.0,0.0,1,0,120,creative,gpt4o
184,9,5.201,20.444,0.674,0,0,0,0,0.092,0.005,0.005,0.0,1,0,121,code,claude
57,4,4.07,14.25,0.719,0,0,0,0,0.105,0.018,0.0,0.0,1,0,121,code,gemini
50,4,4.04,12.5,0.66,0,0,0,0,0.06,0.0,0.0,0.0,1,0,121,code,gpt4o
238,13,5.21,18.308,0.618,0,0,0,0,0.076,0.0,0.0,0.0,1,0,122,code,claude
48,2,5.042,24.0,0.896,0,0,0,0,0.208,0.0,0.0,0.0,1,0,122,code,gemini
51,5,5.137,10.2,0.686,0,0,0,0,0.137,0.0,0.0,0.0,1,0,122,code,gpt4o
263,14,5.255,18.786,0.631,0,0,0,5,0.065,0.0,0.0,0.0,1,0,123,code,claude
47,3,5.426,15.667,0.851,0,0,0,0,0.106,0.021,0.0,0.0,1,0,123,code,gemini
53,4,4.906,13.25,0.811,0,0,0,1,0.057,0.0,0.0,0.0,1,0,123,code,gpt4o
295,6,5.603,49.167,0.641,0,0,0,0,0.054,0.0,0.0,0.0,1,0,124,code,claude
49,3,5.633,16.333,0.776,0,0,0,0,0.02,0.0,0.0,0.0,1,0,124,code,gemini
48,3,5.521,16.0,0.812,0,0,0,0,0.021,0.0,0.0,0.021,1,0,124,code,gpt4o
303,12,5.323,25.25,0.64,0,0,0,0,0.086,0.007,0.0,0.003,1,0,125,code,claude
58,3,4.5,19.333,0.707,0,0,0,0,0.069,0.0,0.0,0.0,1,0,125,code,gemini
46,3,4.826,15.333,0.826,0,0,0,0,0.065,0.0,0.0,0.0,1,0,125,code,gpt4o
284,7,6.095,40.571,0.694,0,0,0,0,0.085,0.004,0.0,0.007,1,0,126,code,claude
45,3,6.089,15.0,0.844,0,0,0,0,0.067,0.022,0.0,0.0,1,0,126,code,gemini
38,3,6.816,12.667,0.895,0,0,0,0,0.079,0.0,0.0,0.0,1,0,126,code,gpt4o
317,14,6.306,22.643,0.618,0,0,0,0,0.091,0.009,0.0,0.0,1,0,127,code,claude
47,3,6.149,15.667,0.894,0,0,0,0,0.106,0.021,0.0,0.0,1,0,127,code,gemini
45,7,5.667,6.429,0.911,0,0,0,0,0.111,0.0,0.0,0.0,1,0,127,code,gpt4o
314,11,6.182,28.545,0.631,0,0,0,0,0.096,0.003,0.0,0.0,1,0,128,code,claude
46,4,6.283,11.5,0.826,0,0,0,0,0.065,0.0,0.0,0.0,1,0,128,code,gemini
43,3,5.86,14.333,0.767,0,0,0,0,0.0,0.0,0.0,0.0,1,0,128,code,gpt4o
352,13,5.239,27.077,0.568,0,0,0,0,0.065,0.006,0.0,0.0,1,0,129,code,claude
57,2,4.105,28.5,0.526,0,0,0,0,0.035,0.0,0.0,0.0,1,0,129,code,gemini
58,2,4.155,29.0,0.5,0,0,0,0,0.034,0.0,0.0,0.0,1,0,129,code,gpt4o
352,10,6.108,35.2,0.696,0,0,0,0,0.094,0.003,0.0,0.0,1,0,130,code,claude
46,3,6.043,15.333,0.826,0,0,0,0,0.087,0.022,0.0,0.0,1,0,130,code,gemini
44,3,5.341,14.667,0.795,0,0,0,0,0.136,0.023,0.0,0.0,1,0,130,code,gpt4o
349,7,6.221,49.857,0.682,0,0,0,0,0.103,0.0,0.003,0.0,1,0,131,code,claude
50,3,6.0,16.667,0.84,0,0,0,0,0.1,0.0,0.02,0.0,1,0,131,code,gemini
43,3,6.163,14.333,0.837,0,0,0,0,0.116,0.0,0.0,0.0,1,0,131,code,gpt4o
380,15,5.916,25.333,0.661,0,0,0,0,0.108,0.003,0.0,0.0,1,0,132,code,claude
55,4,4.945,13.75,0.745,0,0,0,0,0.073,0.0,0.0,0.0,1,0,132,code,gemini
48,3,4.667,16.0,0.729,0,0,0,0,0.083,0.0,0.0,0.0,1,0,132,code,gpt4o
357,16,6.482,22.312,0.641,0,0,0,0,0.157,0.0,0.0,0.0,1,0,133,code,claude
47,4,6.319,11.75,0.915,0,0,0,0,0.191,0.021,0.0,0.0,1,0,133,code,gemini
42,2,6.595,21.0,0.857,0,0,0,0,0.095,0.0,0.0,0.0,1,0,133,code,gpt4o
381,18,6.134,21.167,0.648,0,0,0,0,0.113,0.0,0.0,0.0,1,0,134,code,claude
53,3,5.623,17.667,0.811,0,0,0,0,0.075,0.0,0.0,0.0,1,0,134,code,gemini
48,2,6.021,24.0,0.812,0,0,0,0,0.062,0.0,0.0,0.0,1,0,134,code,gpt4o
361,14,6.155,25.786,0.615,0,0,0,0,0.089,0.006,0.0,0.003,1,0,135,code,claude
56,4,4.929,14.0,0.75,0,0,0,0,0.036,0.036,0.0,0.0,1,0,135,code,gemini
53,3,4.585,17.667,0.736,0,0,0,0,0.057,0.0,0.0,0.0,1,0,135,code,gpt4o
413,9,6.293,45.889,0.656,0,0,0,0,0.075,0.0,0.0,0.0,1,0,136,code,claude
47,4,5.66,11.75,0.872,0,0,0,0,0.064,0.0,0.0,0.021,1,0,136,code,gemini
51,4,5.49,12.75,0.824,0,0,0,0,0.059,0.0,0.0,0.02,1,0,136,code,gpt4o
384,13,6.13,29.538,0.615,0,0,0,0,0.073,0.008,0.0,0.0,1,0,137,code,claude
48,3,5.854,16.0,0.896,0,0,0,0,0.062,0.0,0.0,0.0,1,0,137,code,gemini
49,3,5.265,16.333,0.857,0,0,0,0,0.041,0.0,0.0,0.0,1,0,137,code,gpt4o
423,14,5.615,30.214,0.615,0,0,0,0,0.076,0.0,0.0,0.0,1,0,138,code,claude
52,3,4.846,17.333,0.846,0,0,0,0,0.058,0.0,0.0,0.0,1,0,138,code,gemini
48,3,5.458,16.0,0.812,0,0,0,0,0.062,0.0,0.0,0.0,1,0,138,code,gpt4o
445,15,5.712,29.667,0.618,0,0,0,0,0.054,0.0,0.0,0.0,1,0,139,code,claude
53,4,5.019,13.25,0.774,0,0,0,0,0.075,0.0,0.0,0.0,1,0,139,code,gemini
51,3,5.353,17.0,0.843,0,0,0,0,0.059,0.0,0.0,0.0,1,0,139,code,gpt4o
424,16,6.217,26.5,0.653,0,0,0,0,0.111,0.0,0.005,0.002,1,0,140,code,claude
47,3,5.957,15.667,0.872,0,0,0,0,0.064,0.0,0.0,0.021,1,0,140,code,gemini
44,3,5.932,14.667,0.886,0,0,0,0,0.091,0.0,0.0,0.023,1,0,140,code,gpt4o
395,15,6.501,26.333,0.666,0,0,0,0,0.071,0.003,0.0,0.0,1,0,141,code,claude
54,4,4.963,13.5,0.741,0,0,0,0,0.019,0.0,0.0,0.0,1,0,141,code,gemini
48,3,5.542,16.0,0.854,0,0,0,0,0.083,0.0,0.0,0.0,1,0,141,code,gpt4o
388,9,6.131,43.111,0.668,0,0,0,0,0.07,0.0,0.003,0.0,1,0,142,code,claude
47,4,5.915,11.75,0.872,0,0,0,0,0.043,0.0,0.0,0.0,1,0,142,code,gemini
47,2,5.638,23.5,0.872,0,0,0,0,0.064,0.0,0.0,0.0,1,0,142,code,gpt4o
409,14,6.445,29.214,0.623,0,0,1,0,0.1,0.005,0.0,0.0,1,0,143,code,claude
43,3,6.372,14.333,0.907,0,0,0,0,0.07,0.023,0.0,0.0,1,0,143,code,gemini
39,6,6.462,6.5,0.872,0,0,0,0,0.103,0.0,0.0,0.0,1,0,143,code,gpt4o
438,16,6.422,27.375,0.701,0,0,0,0,0.126,0.005,0.0,0.005,1,0,144,code,claude
52,2,4.846,26.0,0.712,0,0,0,0,0.019,0.0,0.0,0.0,1,0,144,code,gemini
46,3,5.543,15.333,0.826,0,0,0,0,0.0,0.0,0.0,0.0,1,0,144,code,gpt4o
439,16,6.544,27.438,0.658,0,0,1,0,0.098,0.002,0.0,0.0,1,0,145,code,claude
49,3,5.673,16.333,0.918,0,0,0,0,0.082,0.0,0.0,0.0,1,0,145,code,gemini
40,3,6.5,13.333,0.9,0,0,0,0,0.075,0.0,0.0,0.0,1,0,145,code,gpt4o
473,12,6.412,39.417,0.662,0,0,0,0,0.085,0.008,0.002,0.0,1,0,146,code,claude
51,2,6.392,25.5,0.882,0,0,0,0,0.059,0.0,0.0,0.0,1,0,146,code,gemini
45,3,6.267,15.0,0.867,0,0,0,0,0.022,0.0,0.0,0.0,1,0,146,code,gpt4o
506,10,6.225,50.6,0.607,0,0,0,0,0.075,0.0,0.0,0.002,1,0,147,code,claude
49,3,5.796,16.333,0.857,0,0,0,0,0.061,0.0,0.0,0.0,1,0,147,code,gemini
46,3,5.478,15.333,0.913,0,0,0,0,0.065,0.0,0.0,0.0,1,0,147,code,gpt4o
453,12,6.386,37.75,0.682,0,0,0,0,0.088,0.0,0.002,0.004,1,0,148,code,claude
47,2,5.064,23.5,0.851,0,0,0,0,0.021,0.0,0.0,0.0,1,0,148,code,gemini
47,3,5.319,15.667,0.809,0,0,0,0,0.021,0.0,0.0,0.0,1,0,148,code,gpt4o
531,15,6.435,35.4,0.635,0,0,0,0,0.068,0.002,0.002,0.004,1,0,149,code,claude
49,3,5.776,16.333,0.898,0,0,0,0,0.061,0.0,0.0,0.0,1,0,149,code,gemini
47,2,5.745,23.5,0.809,0,0,0,0,0.106,0.0,0.0,0.0,1,0,149,code,gpt4o
501,13,6.597,38.538,0.633,0,0,1,0,0.074,0.004,0.0,0.0,1,0,150,code,claude
47,3,6.277,15.667,0.894,0,0,0,0,0.128,0.0,0.0,0.0,1,0,150,code,gemini
50,3,5.74,16.667,0.82,0,0,0,0,0.1,0.0,0.0,0.0,1,0,150,code,gpt4o
504,15,6.653,33.6,0.685,0,0,1,0,0.117,0.006,0.0,0.0,1,0,151,code,claude
47,3,6.043,15.667,0.872,0,0,0,0,0.106,0.0,0.0,0.0,1,0,151,code,gemini
46,3,6.217,15.333,0.848,0,0,0,0,0.13,0.0,0.0,0.0,1,0,151,code,gpt4o
545,15,6.894,36.333,0.65,0,0,0,0,0.099,0.009,0.0,0.0,1,0,152,code,claude
41,2,6.707,20.5,0.902,0,0,0,0,0.122,0.0,0.0,0.0,1,0,152,code,gemini
44,2,6.159,22.0,0.841,0,0,0,0,0.091,0.0,0.0,0.0,1,0,152,code,gpt4o
572,17,6.483,33.647,0.612,0,0,0,0,0.082,0.002,0.0,0.002,1,0,153,code,claude
42,2,6.952,21.0,0.929,0,0,0,0,0.119,0.0,0.0,0.0,1,0,153,code,gemini
46,3,6.5,15.333,0.891,0,0,0,0,0.022,0.0,0.0,0.0,1,0,153,code,gpt4o
558,12,6.355,46.5,0.622,0,0,0,0,0.073,0.004,0.0,0.0,1,0,154,code,claude
49,3,5.755,16.333,0.796,0,0,0,0,0.0,0.0,0.0,0.0,1,0,154,code,gemini
51,4,6.137,12.75,0.843,0,0,0,0,0.078,0.0,0.0,0.0,1,0,154,code,gpt4o
596,16,6.612,37.25,0.564,0,0,0,0,0.054,0.003,0.003,0.003,1,0,155,code,claude
49,2,5.776,24.5,0.776,0,0,0,0,0.061,0.0,0.0,0.0,1,0,155,code,gemini
47,3,6.213,15.667,0.872,0,0,0,0,0.106,0.021,0.0,0.0,1,0,155,code,gpt4o
586,18,6.816,32.556,0.657,0,0,0,0,0.099,0.003,0.0,0.0,1,0,156,code,claude
41,3,6.317,13.667,0.878,0,0,0,0,0.073,0.0,0.0,0.0,1,0,156,code,gemini
47,3,6.383,15.667,0.851,0,0,0,0,0.043,0.0,0.0,0.0,1,0,156,code,gpt4o
564,14,6.074,40.286,0.608,0,0,0,0,0.055,0.004,0.005,0.002,1,1,157,code,claude
55,3,5.073,18.333,0.8,0,0,0,0,0.055,0.0,0.0,0.0,1,0,157,code,gemini
52,3,5.308,17.333,0.846,0,0,0,0,0.058,0.0,0.0,0.0,1,0,157,code,gpt4o
579,10,7.078,57.9,0.66,0,0,0,0,0.071,0.0,0.002,0.003,1,0,158,code,claude
48,3,6.146,16.0,0.896,0,0,0,0,0.125,0.0,0.0,0.021,1,0,158,code,gemini
43,3,6.721,14.333,0.907,0,0,0,0,0.14,0.0,0.0,0.0,1,0,158,code,gpt4o
569,21,6.847,27.095,0.67,0,0,0,0,0.13,0.004,0.0,0.0,1,0,159,code,claude
43,2,6.628,21.5,0.953,0,0,0,0,0.07,0.0,0.0,0.0,1,0,159,code,gemini
43,3,6.837,14.333,0.884,0,0,0,0,0.023,0.0,0.0,0.0,1,0,159,code,gpt4o
618,15,7.351,41.2,0.644,0,0,0,0,0.117,0.002,0.0,0.0,1,0,160,code,claude
48,2,6.667,24.0,0.896,0,0,0,0,0.083,0.0,0.0,0.0,1,0,160,code,gemini
48,3,6.729,16.0,0.896,0,0,0,0,0.125,0.0,0.0,0.0,1,0,160,code,gpt4o
71,5,5.296,14.2,0.859,0,0,0,0,0.085,0.0,0.0,0.056,1,0,161,emotional,claude
51,3,5.314,17.0,0.824,0,0,0,0,0.059,0.0,0.0,0.039,1,0,161,emotional,gemini
60,5,4.867,12.0,0.817,0,0,0,0,0.067,0.017,0.0,0.067,1,0,161,emotional,gpt4o
72,5,5.403,14.4,0.875,0,0,1,0,0.083,0.0,0.0,0.0,1,0,162,emotional,claude
51,4,5.667,12.75,0.902,0,0,0,0,0.059,0.0,0.0,0.02,1,0,162,emotional,gemini
53,5,5.491,10.6,0.887,0,0,0,0,0.019,0.0,0.0,0.075,1,0,162,emotional,gpt4o
69,5,5.464,13.8,0.899,0,0,0,0,0.058,0.0,0.0,0.043,1,0,163,emotional,claude
50,5,5.18,10.0,0.9,0,0,0,0,0.04,0.0,0.0,0.04,1,0,163,emotional,gemini
51,5,5.353,10.2,0.922,0,0,0,0,0.02,0.02,0.0,0.059,1,0,163,emotional,gpt4o
72,5,5.361,14.4,0.889,0,0,0,0,0.042,0.014,0.0,0.0,1,0,164,emotional,claude
42,4,5.524,10.5,0.81,0,0,0,0,0.0,0.0,0.0,0.024,1,0,164,emotional,gemini
47,4,5.574,11.75,0.787,0,0,0,0,0.043,0.043,0.0,0.021,1,0,164,emotional,gpt4o
70,5,5.671,14.0,0.829,0,0,0,0,0.029,0.029,0.014,0.014,1,0,165,emotional,claude
45,4,5.956,11.25,0.911,0,0,0,0,0.022,0.022,0.0,0.022,1,0,165,emotional,gemini
51,4,5.333,12.75,0.843,0,0,0,0,0.039,0.02,0.0,0.059,1,0,165,emotional,gpt4o
71,6,5.831,11.833,0.873,0,0,0,0,0.07,0.0,0.0,0.014,1,0,166,emotional,claude
42,4,5.929,10.5,0.905,0,0,0,0,0.024,0.024,0.0,0.0,1,0,166,emotional,gemini
48,4,5.479,12.0,0.875,0,0,0,0,0.021,0.021,0.0,0.0,1,0,166,emotional,gpt4o
71,6,5.437,11.833,0.887,0,0,0,0,0.056,0.0,0.0,0.0,1,0,167,emotional,claude
42,4,6.5,10.5,0.952,0,0,0,0,0.119,0.0,0.0,0.0,1,0,167,emotional,gemini
48,5,5.75,9.6,0.938,0,0,0,0,0.042,0.0,0.0,0.021,1,0,167,emotional,gpt4o
74,6,5.432,12.333,0.919,0,0,0,0,0.068,0.0,0.0,0.0,1,0,168,emotional,claude
46,4,5.652,11.5,0.87,0,0,0,0,0.0,0.0,0.0,0.043,1,0,168,emotional,gemini
50,4,5.28,12.5,0.82,0,0,0,0,0.02,0.0,0.0,0.04,1,0,168,emotional,gpt4o
76,5,5.671,15.2,0.803,0,0,0,0,0.013,0.026,0.013,0.039,1,0,169,emotional,claude
38,4,6.158,9.5,0.868,0,0,0,0,0.0,0.0,0.0,0.0,1,0,169,emotional,gemini
49,4,5.265,12.25,0.796,0,0,0,0,0.02,0.02,0.0,0.02,1,0,169,emotional,gpt4o
75,6,5.907,12.5,0.853,0,0,0,0,0.027,0.027,0.0,0.027,1,0,170,emotional,claude
44,4,5.864,11.0,0.932,0,0,0,0,0.023,0.023,0.0,0.023,1,0,170,emotional,gemini
49,4,5.653,12.25,0.898,0,0,0,0,0.082,0.0,0.0,0.02,1,0,170,emotional,gpt4o
74,6,5.541,12.333,0.905,0,0,1,0,0.041,0.014,0.0,0.0,1,0,171,emotional,claude
41,4,5.659,10.25,0.927,0,0,0,0,0.0,0.024,0.0,0.024,1,0,171,emotional,gemini
